Element,Overall,,,,,,,,RCF,,,,,,,,,,,,,HDO,,,,,EHF,,,,,Cellulosic ethanol,EHF,,OP,,MP,,TEA
Feature,Operating days [days],Poplar feedstock price [USD/DMT],Labor cost [USD/yr],Electricity cost [USD/kWh],RN co-product credit [USD/kg],RD co-product credit [USD/kg],Hydrogen price [USD/kg],Hydrogen storage period [days],Solvolysis reactor pressure [Pa],Solvolysis reaction time [hr],Solvolysis residence time [hr],Solvolysis cleaning time [hr],Methanol cost [USD/kg],RCF solvent losses [-],RCF catalyst price [USD/kg],RCF catalyst lifetime [months],RCF catalyst loading [kg/kg-biomass],Cellulose retention [%],Xylose retention [%],Delignfication [%],Condensation extent [%],HDO reaction time [hr],HDO solvent loading [m3/kg monomer],HDO catalyst loading [kg/kg monomer],HDO catalyst lifetime [months],Dodecane cost [USD/kg],Glucose to ethanol conv. [-],Glucan to glucose conv. [-],Saccharification residence time [hr],Cofermentation residence time [hr],Xylose to ethanol conv. [-],Xylan to xylose conversion [-],Cellulase enzyme loading [wt%],Cellulase price [USD/kg],Et oac solvent to crude ratio [L/kg],Ethyl acetate price [USD/kg],Hexane solvent to pure oil ratio [kg/kg],Hexane price [USD/kg],Minimum jet selling price [USD/gal]
2076,350.0385721,96.73789653,17398685.25,0.129287102,0.738094918,1.059588732,5.620369734,1.438918396,6882192.464,2.825809509,0.226357278,1.301050509,0.300672428,0.040439913,49.80440058,18.89457142,0.057466883,0.879313958,0.645737349,0.632982807,0.558199298,6.355423222,0.054318768,0.763342031,4.396138646,0.522486953,0.912872561,0.881818221,69.37545052,35.90517461,0.834566451,0.88917122,0.041675087,0.476637496,7.776744585,0.735015662,2.257385093,1.622164226,33.41502803
2077,306.3857046,55.24839631,11556998.28,0.09952586,0.745158837,0.671026988,3.194097657,2.221036029,7682633.052,2.949572578,0.239046141,2.542788754,0.289651046,0.086383964,19.38611731,21.58861808,0.091642769,0.832034595,0.891139879,0.548509531,0.696451548,2.446775149,0.043136752,1.013134332,8.097074266,0.351004152,0.913323021,0.856756223,70.45468685,37.47461636,0.866994312,0.875703984,0.019966612,0.357310945,8.626138346,1.150371954,1.107218647,0.669998917,30.60939131
2078,297.0565876,84.25983382,16293135.95,0.151957262,0.629663824,0.855702232,6.538600644,2.145377907,8030781.167,2.530074801,0.437253131,3.371400434,0.301449726,0.029465284,29.98956909,15.68112504,0.085339715,0.963310873,0.44777837,0.684112859,0.329445977,5.830173213,0.042082016,0.589196803,5.082684866,0.277014771,0.941068429,0.858293635,69.94655951,32.94918035,0.844749719,0.863286325,0.010995322,0.262894396,9.681450585,0.946128978,2.37279368,1.586859357,24.17899213
2079,347.9631931,70.75963879,25214880.5,0.088729547,0.697046719,1.021146353,7.97232531,2.479274401,7036313.842,2.164965772,0.414025828,3.108683574,0.331173997,0.009656273,29.92862344,16.39866965,0.109592339,0.848025617,0.815094351,0.708128514,0.674066149,3.035316815,0.050077839,0.40482538,5.333609743,0.333687302,0.911080154,0.848580787,62.30134329,29.56147232,0.881875152,0.857419602,0.021126007,0.31694632,9.678297466,0.626877479,2.700166178,1.701399543,25.78822969
2080,356.4138509,82.54736847,10917736.31,0.097607097,0.704537588,1.195043823,3.966998789,0.261054685,8319132.075,3.274835783,0.306958875,1.856642887,0.281794409,0.028736845,22.2675237,23.42127059,0.14493414,0.884259145,0.675255266,0.5237565,0.208364071,5.953135277,0.065030986,0.910744995,10.28323517,0.838112794,0.926880182,0.815291959,57.4425905,30.47263329,0.851035141,0.803582541,0.016357965,0.333194483,9.271668479,0.740208426,4.837661508,1.726671648,28.74975829
2081,300.9134156,97.55015705,10876761.4,0.088910409,0.65612682,1.065793129,3.60511215,2.976353825,8126679.488,2.714709798,0.479589556,2.43007594,0.358922598,0.021189738,22.0677496,12.92549223,0.094992135,0.947094204,0.946155189,0.531067527,0.678229844,2.534784486,0.01435976,0.883564753,5.104354741,0.556862273,0.863302188,0.827736268,49.42530173,28.82501923,0.832740939,0.860172674,0.0122564,0.318354805,9.307873604,0.490883254,3.862097761,0.676291268,20.45835533
2082,297.4187719,52.10230336,22518842.94,0.086331665,0.527882213,1.370260331,10.00684518,1.007999032,7510129.644,1.099343402,0.319104236,1.233255492,0.380692842,0.012921112,41.90786908,17.3585567,0.082690848,0.991171412,0.471015227,0.577565345,0.212194961,7.384916971,0.017239572,0.401070232,1.833565589,0.50579501,0.831414043,0.822364209,69.1215331,32.77606769,0.802958953,0.800078781,0.024746045,0.236824603,10.42904241,0.704284613,4.690573771,1.151815198,22.17360679
2083,353.62449,61.73222168,9503155.216,0.122376091,0.605021034,0.96531777,7.546263582,0.567956681,6505755.654,1.722151994,0.301479734,2.774199653,0.365867945,0.059698411,26.8181845,9.75034549,0.096961647,0.906491678,0.514987276,0.739874053,0.250679281,4.770947354,0.062284438,0.572697767,5.415428759,0.291397182,0.853291487,0.825639322,71.84332029,35.92571831,0.848036906,0.81773289,0.032051381,0.28731608,9.813272567,1.122204247,1.480794575,0.690724892,27.58685614
2084,340.2188435,96.80263498,23179257.61,0.11698188,0.510374793,1.312427616,5.512201364,0.948569881,7178351.518,3.953690412,0.242936754,1.680900947,0.312715605,0.060672464,32.15043194,23.24437247,0.138018347,0.906432737,0.359551467,0.571352611,0.575068029,5.495722883,0.029916004,1.152220994,7.011016422,0.134192646,0.861021561,0.870396165,65.43847771,28.93207022,0.857428609,0.866200451,0.044498718,0.437928771,10.74993112,0.683985562,4.090166944,1.71852423,42.70631664
2085,335.1938322,87.32003039,10346087.23,0.128562154,0.514223997,1.424075131,11.33187294,2.061870401,7550550.826,2.320172155,0.257387989,1.246819894,0.300367103,0.035869062,55.64147485,19.22799413,0.107578178,0.908199621,0.493365338,0.867564441,0.140427295,7.977466206,0.020410979,0.901821754,8.731486412,0.450633136,0.945894511,0.898666751,64.42126255,31.26499453,0.833928637,0.837672906,0.027939496,0.470983835,7.352042854,0.996132512,1.404646564,1.702833769,25.2692361
2086,299.5280813,58.45733033,25377150.3,0.109257486,0.59577178,1.062705875,8.610669905,2.953869589,8197234.403,3.707171535,0.257108336,1.56277646,0.279331463,0.005205861,37.10363588,14.46784395,0.11406596,0.884948392,0.340502115,0.656473872,0.490807023,7.831711051,0.063884293,0.795811362,9.977354312,0.730570582,0.892852819,0.819233504,61.70488604,39.77847543,0.847833079,0.821434451,0.040682387,0.544765564,9.047894805,0.917757729,2.84151792,0.829833203,44.50458798
2087,306.7652191,73.91352717,24070565.45,0.154623671,0.585429942,1.251819667,9.434920754,1.100087906,7014507.59,2.64194505,0.332344848,2.130405612,0.34111173,0.072440077,47.38550902,12.04191491,0.07233039,0.886943369,0.671997966,0.543680456,0.006580761,5.935206334,0.02794743,0.445150119,3.914597988,0.679254647,0.921567978,0.837058131,54.77895869,36.76594492,0.853872784,0.876029336,0.027697322,0.297085528,7.658564558,0.40478432,4.338652794,0.904893707,24.52526633
2088,361.2141525,80.78000363,9264554.333,0.130494465,0.608460729,1.374649195,4.483718694,1.5839276,7009692.986,1.622496955,0.582008608,3.414652569,0.34783379,0.018424366,53.21138222,23.86620079,0.058562472,0.811239154,0.220040875,0.482801312,0.545765989,6.273234727,0.033635183,0.684772611,4.980745953,0.836728849,0.930536187,0.84393171,52.60065225,42.81939746,0.837772223,0.854562108,0.017601631,0.456880129,9.494383312,0.990755947,2.534607362,1.377120038,26.83298684
2089,343.0869238,75.45141334,18866920.62,0.101098987,0.728140802,1.050489534,11.15286109,2.326477691,7084062.149,1.013402283,0.3624039,1.933214061,0.365884496,0.031749235,27.59084263,10.12476119,0.083865995,0.859025698,0.610994213,0.423177112,0.593490667,3.923730883,0.04008418,0.454105998,2.449957776,0.575164574,0.802455767,0.855494985,62.48834731,39.3882509,0.885091397,0.842797562,0.015303771,0.360817107,10.7504592,0.78409294,4.559470814,1.046854264,26.32588692
2090,348.5974087,83.32708273,21380762.64,0.083688289,0.684201752,0.835887828,7.599908714,2.776738147,6390889.101,3.658475436,0.341034678,1.921710224,0.330556653,0.072096272,50.79204993,6.679738262,0.097030858,0.839926062,0.731431776,0.792584116,0.284228283,5.62247006,0.065093988,0.56980517,11.89584351,0.121571059,0.821143597,0.81729447,64.82177341,30.94823813,0.854854715,0.814149084,0.038026024,0.415241217,7.999409598,1.028850667,3.459744668,1.666380323,35.6423827
2091,306.4559743,67.82910575,21427428.43,0.158296275,0.711652534,1.10348324,3.811419157,0.880719359,7207900.548,1.118096098,0.356685836,0.778706705,0.327074606,0.083520022,55.77762801,15.87392175,0.147050015,0.833359569,0.81496812,0.502460097,0.150346787,4.970929872,0.045215609,0.708867247,7.728259477,0.88030399,0.858599719,0.893001587,67.87565543,32.05398875,0.86382053,0.89135415,0.019232014,0.362349905,9.304788888,1.16059964,2.061178123,0.897091199,21.00031502
2092,309.0984515,58.65302856,12970190.01,0.123519505,0.659829815,1.090115415,6.019609364,1.549070506,6597660.221,1.931762552,0.19642282,1.124212268,0.344878201,0.063452639,41.41133333,23.19130058,0.084506891,0.968311081,0.383491262,0.550581141,0.618043399,5.70643555,0.011131295,0.502473379,9.647031709,0.888062909,0.855192154,0.848322302,57.88111497,36.47518563,0.895994877,0.890945819,0.020113659,0.202966964,10.2876921,0.426026528,1.142132392,0.946845853,27.2881842
2093,357.1819121,68.09147248,9714020.491,0.103375263,0.518786041,1.374336029,10.52973116,1.730631006,7439562.472,1.205262989,0.510349538,3.94588291,0.352328469,0.015036249,29.66245566,12.13812608,0.109922307,0.855945991,0.426533786,0.495400379,0.337208324,5.667913489,0.055180998,0.772838056,5.136387602,0.777916917,0.878467331,0.887748721,71.1651557,42.52006566,0.872493973,0.865562182,0.049813475,0.289318632,9.591090472,0.824186373,4.400301558,1.647722068,29.00107953
2094,320.3996515,90.32854112,21550350.97,0.110381508,0.675405265,0.921017457,6.860926493,1.293722062,6429608.513,1.018618715,0.389303901,3.099474118,0.335722863,0.023671915,47.22588759,23.03649222,0.103880622,0.948121608,0.501083899,0.784885056,0.153926454,7.650175979,0.061836297,0.912972322,7.264189295,0.120506524,0.849092748,0.844360043,62.82121004,31.69385226,0.821519283,0.822370487,0.036362054,0.436170172,10.84929978,0.514915426,4.785065478,0.888371531,26.419799
2095,312.9635426,93.24200672,14835937.86,0.122208843,0.741888753,0.72480166,6.202122348,0.728404997,7000520.742,2.626088847,0.361757502,1.971634109,0.312574509,0.040277751,23.9958103,12.02080126,0.149213231,0.902007854,0.934199857,0.609286961,0.107871617,7.18895895,0.052367078,1.043743548,4.703552052,0.146072662,0.807815811,0.864063066,55.41630797,38.42525505,0.876263412,0.88637863,0.014140927,0.199216709,9.025229364,0.427878915,4.955989509,1.074311725,21.28758144
2096,353.6664121,51.32606416,20652637.59,0.118100004,0.614899528,0.928890329,4.3862682,1.218672655,6732789.626,2.843267875,0.433687008,3.014730409,0.308118408,0.069291891,33.91801974,20.69706591,0.125461276,0.841149613,0.979491586,0.815314557,0.127758224,4.91633365,0.014298667,1.146269915,8.395197386,0.591130196,0.864365399,0.875844971,62.36564511,36.41381022,0.865079946,0.859036841,0.048126253,0.257822803,10.10266155,0.678048329,1.072871441,0.909082489,19.12859644
2097,354.2276103,98.59430465,15028189.22,0.139116329,0.609246101,1.013115016,4.915658793,1.141850994,7029121.571,3.900682863,0.225162119,0.604152963,0.355458047,0.093111296,42.83472919,16.95760801,0.10893692,0.910154214,0.291529783,0.874981414,0.378629721,7.251271672,0.062439779,0.636103412,8.882419106,0.39096655,0.948345294,0.811628815,48.3142221,37.17085728,0.855841412,0.864877132,0.02473011,0.454186385,9.268386302,0.735595667,1.26745939,0.955177284,39.94696215
2098,355.3673387,92.3744847,23347194.55,0.107100143,0.530851933,1.437146781,3.579544719,1.539858944,7614190.954,2.719449233,0.236818012,2.363416677,0.384647532,0.043579766,39.04598195,8.34287023,0.122926911,0.827319305,0.402798746,0.825263215,0.020779654,2.081833026,0.058854015,0.833200183,7.29010511,0.288765881,0.910521426,0.817850642,65.20384525,34.35486041,0.894629471,0.880928245,0.02245772,0.256056105,9.245014992,0.675922828,4.633547278,0.933578851,28.44311811
2099,306.0163575,91.38198759,20520414.27,0.123464902,0.707773751,0.926481599,7.849318798,1.844316092,7680324.092,1.871656648,0.426204372,2.337743405,0.350918115,0.06563206,20.85645763,20.26668695,0.072552047,0.907497172,0.414436309,0.496593935,0.169351177,7.397995646,0.022797989,0.598229975,4.890284249,0.148753005,0.827120119,0.889476969,66.43815598,40.44788921,0.809605339,0.836708816,0.033867441,0.514296119,10.86959339,0.643932441,2.46800769,1.263041476,26.60473426
2100,313.7873545,75.75093955,18491888.99,0.147133189,0.585611765,1.077678153,3.295888249,2.411749518,6952085.712,2.955147832,0.407957971,2.464186765,0.27689393,0.052879929,24.73565827,10.5879758,0.140381084,0.994003999,0.551924981,0.661171833,0.267651211,2.375510979,0.042907489,1.000918033,1.801766024,0.237437523,0.943385811,0.861889003,70.38166882,34.19276162,0.848757577,0.884398292,0.040836474,0.525136507,9.699024755,0.638369766,2.150297391,0.627055741,23.93783948
2101,311.7969645,54.88015813,9986932.249,0.091745004,0.614242552,1.023384715,7.110018907,0.464761236,7942665.23,1.657349991,0.297764876,3.073908077,0.340088762,0.027277017,37.87877577,9.782921666,0.102721248,0.941926965,0.747428531,0.880721269,0.353934575,5.80542111,0.062076172,0.686743041,1.855598898,0.280258212,0.876537216,0.85811625,68.01728457,40.63865987,0.883011457,0.827118202,0.035249381,0.393829462,10.57664115,1.027388853,4.753158913,1.722149049,30.05884893
2102,310.1167984,90.71275274,16037122.27,0.133025703,0.747691179,0.89743608,7.140858838,1.256166783,8231782.02,2.534481274,0.394928737,0.690065817,0.316574894,0.091008923,32.74110477,17.67006483,0.071520161,0.888528548,0.439609967,0.694868641,0.420694707,6.47305784,0.026412964,0.62035867,4.547862205,0.409685336,0.894340594,0.873216928,65.17220316,42.53678636,0.808947658,0.814935785,0.040049196,0.194718338,8.834341426,0.408816228,2.847136689,1.544352755,25.10808043
2103,310.4272339,81.14104751,19386174.75,0.104069829,0.769055161,1.054577659,9.039815612,2.008050478,7374804.738,2.705700477,0.394131536,1.168359396,0.358477349,0.074717427,25.48928856,18.09916985,0.135318631,0.887328633,0.510282276,0.784197537,0.189861484,6.726690166,0.055401905,0.780825139,6.616160345,0.590484861,0.846171482,0.824057752,48.58727052,41.15493538,0.835990633,0.898486972,0.047875912,0.555913355,9.573418759,0.789479076,4.163118362,0.621108704,35.05602848
2104,300.6564829,51.69239781,20326535.43,0.082638257,0.638784189,1.186089323,5.066723579,2.205344145,6858093.012,3.044611119,0.234961493,0.79114278,0.328279299,0.084916497,30.92062173,16.63668355,0.083172862,0.863901576,0.896939169,0.731355021,0.349104981,3.563878368,0.062361313,1.087328655,9.842790382,0.854683091,0.884877529,0.881520129,69.75246188,40.91545949,0.881631503,0.839378207,0.02251347,0.293688755,10.11689233,1.107838717,2.18417895,0.895577705,34.26542462
2105,303.3686622,98.56218401,9870648.61,0.130863583,0.67552283,1.358931811,8.817628969,2.324136175,8201919.425,2.59679138,0.227623879,2.063323944,0.31896973,0.060200425,52.80123776,23.58646361,0.076130159,0.979454856,0.994884849,0.765329422,0.529358833,4.744436117,0.027814713,0.597650435,6.774843471,0.185524908,0.944231445,0.873793443,48.39592299,40.28144634,0.874596135,0.871359263,0.017964544,0.212266501,9.134445682,0.932929508,4.360052133,0.797894142,25.0246801
2106,326.2192807,83.8185852,11793279.49,0.137662634,0.634158047,1.414445092,10.98252148,2.834785999,8183385.982,3.516119555,0.412675254,2.940914306,0.308460627,0.054342001,39.48860155,22.04091048,0.111968607,0.989635765,0.865799566,0.74598977,0.303801319,2.286435954,0.04805258,1.115882021,1.053120165,0.784857447,0.913539041,0.874439907,70.71156287,32.29941299,0.857869744,0.841233583,0.043712004,0.550564206,10.16215811,0.392370998,1.636233446,1.725238997,29.07303924
2107,298.5875026,65.93933697,10198370.83,0.082715633,0.581805637,1.441446175,2.994511854,0.919312716,7285173.71,3.259663444,0.426626355,3.144992043,0.359296764,0.082842521,42.1946025,6.151903761,0.10192473,0.84593872,0.412443731,0.436844812,0.037766997,5.253604639,0.033597548,1.062366781,7.575572803,0.706667107,0.937807483,0.846873599,57.7856647,41.89007064,0.810439156,0.801028181,0.012076461,0.360344872,8.870172328,0.727439082,1.930557733,1.411494286,25.13145623
2108,347.8277782,52.56748239,21014484.29,0.108074198,0.523897117,0.846736975,5.31023842,1.291505772,7802184.817,1.079404847,0.381046462,2.537400382,0.298933847,0.075200998,24.84865222,8.294052665,0.11230842,0.962279879,0.684164967,0.496089996,0.038795752,2.583664879,0.054988916,0.803696801,5.721741368,0.485792605,0.929775665,0.857417893,56.06927118,40.31382158,0.890322628,0.857503717,0.035910101,0.432032629,9.437465212,0.51152756,4.297657998,0.671362774,20.44598917
2109,314.2577708,65.89481969,19132233.46,0.117302612,0.725060046,0.735044338,4.847345698,2.390437771,7176451.733,3.722449268,0.330710245,3.490352024,0.373421771,0.091194162,45.1627794,20.19519093,0.12383393,0.906226535,0.859907075,0.510230174,0.522936434,2.368997359,0.031328858,0.422976119,2.691804014,0.817567396,0.915791503,0.837236575,50.37320623,33.81597206,0.893751799,0.872328247,0.045796731,0.242040598,8.431621299,0.676123198,2.248304222,1.50383349,30.32514308
2110,303.3165491,53.38859018,23170695.59,0.097465652,0.690642656,1.154869723,9.192052314,2.749778319,7880268.472,1.992069555,0.188008333,3.222011916,0.333614248,0.030671095,42.14575212,9.628263067,0.089386209,0.987246635,0.933940828,0.658941037,0.5835487,3.327185842,0.061698727,0.973339748,4.061249912,0.3755041,0.919146828,0.84471698,53.08469901,40.36734136,0.881273889,0.826963409,0.04117368,0.515810704,10.38250846,1.158104983,1.121412926,1.018325619,35.75538454
2111,357.9696588,76.25103286,20865756.25,0.134819646,0.514327242,1.229097634,10.40861359,0.343389116,6815239.912,3.977341825,0.46864174,1.005253035,0.35101841,0.048601747,47.55551529,8.000298433,0.132190524,0.901058246,0.223162011,0.487186935,0.648891014,7.497626605,0.0362303,0.57988467,11.18174334,0.708136522,0.877742903,0.840082959,70.7364183,38.2362077,0.862695711,0.800549376,0.021054746,0.413362312,8.156043094,1.128679777,4.889210573,1.401066101,34.45142179
2112,315.7305441,91.31731286,23324750.43,0.147737361,0.568806108,1.19410257,9.7439377,1.27791915,7313442.378,2.105981313,0.487656641,1.094183269,0.341704227,0.056277331,39.93555312,23.36559979,0.128577853,0.950693339,0.449181917,0.484257487,0.368320713,2.453708384,0.049038465,0.965746763,4.868143744,0.737968524,0.866064492,0.873565216,55.12162693,39.47234807,0.854882165,0.826447477,0.026449036,0.342371079,10.38299907,0.400916305,3.174100894,0.679249227,24.26592492
2113,298.1907583,96.45928267,20580641.09,0.139631868,0.705174618,1.152328667,9.082443648,0.490663981,7783578.757,1.865254854,0.26552394,1.901047469,0.308345341,0.077278277,45.12344399,15.61677176,0.102804753,0.80851571,0.830565034,0.571072908,0.293597722,6.22547734,0.021646601,1.012557112,5.876928032,0.826902126,0.844717286,0.879712581,53.8420245,37.79162249,0.853515081,0.88079522,0.018543292,0.284018663,7.312388842,1.109700112,3.21276488,1.476129436,27.19004227
2114,356.2055062,66.28838543,22718568.22,0.108204748,0.761303307,1.268105729,3.531750122,0.475173269,7465033.995,2.820303008,0.302743257,1.878984882,0.354160772,0.071795742,38.69077765,22.82809935,0.108691096,0.929893984,0.973825738,0.746605913,0.405614219,2.79784451,0.022968241,0.525135576,1.51509205,0.762687715,0.81631687,0.878163911,66.20293613,36.2907175,0.859799612,0.819518926,0.024260487,0.564164473,7.647945683,0.561353945,2.29121591,1.572126662,25.54062932
2115,352.312232,63.11705336,20639849.42,0.146041104,0.656635575,1.403841722,11.44376485,1.783413946,8050945.504,2.094513837,0.224050232,1.583095841,0.344302309,0.056818316,40.8206042,16.24352464,0.070541561,0.832309946,0.597686084,0.753421555,0.02848742,7.51265531,0.029059946,0.618228317,3.14220498,0.654288566,0.836570479,0.847103867,63.78393652,35.89405334,0.864242201,0.831143885,0.025596222,0.482959303,10.01247762,0.860243029,2.773270693,0.8226529,29.59230128
